full_text,jenis_cyberbullying,is_bullying,clean,target
@goingsouths Boleh lu lempar itu batu ke gw aja,ancaman,1,lu lempar batu gw aja,diri_sendiri
HAPUS ATAU GW LEMPAR BATU KE MUKA LU??,ancaman,1,hapus gw lempar batu muka lu,diri_sendiri
@kaolopart1 Tag the user and be spesific. History lu lempar batu sembunyi tangan ke Gw. I just wanna make sure...No more gimmick psikolog ,ancaman,1,tag the user and be spesific history lu lempar batu sembunyi tangan gw i just wanna make sure no more gimmick psikolog,orang_lain
@afrizalns_ lu mau gw lempar pake batu atau lu yang gw lempar ke kandang singa buruan pilih ga !!!,ancaman,1,lu mau gw lempar pake batu lu gw lempar kandang singa buru pilih ga,diri_sendiri
menurut lu kalo gw tiba tiba resign dengan alasan capek pak saya ga tau mau nanya siapa kalo bingung soalnya pasti di balikin bukan di kasih jawabannya gitu kira kira yang di lempar ke gw apa? batu bata atau gw di cor buat perkuatan struktur,ancaman,1,lu kalo gw tiba tiba resign alas capek pak saya ga tau mau nanya siapa kalo bingung soal balikin bukan kasih jawab gitu kira kira lempar gw apa batu bata gw cor buat kuat struktur,diri_sendiri
@bacottetangga__ Kl gw jd bininya gw balik lawan itu laki ambil batu yg gede lempar ke mukanya! Enak aj lu b*ngsad anak2 lo jg bkn di jagain malah disiksa,ancaman,1,kl gw jd bini gw balik lawan laki ambil batu yg gede lempar muka enak aj lu b ngsad anak lo jg bkn jagain malah siksa,diri_sendiri
@LearnerHayato Kok lu lempar batu sembunyi tangan gitu sih. Setelah menjerumuskan gw ke jalan gelap tiada tara ini lu malah mau ninggalin gw tenggelam sendirian?,ancaman,1,kok lu lempar batu sembunyi tangan gitu sih jerumus gw jalan gelap tiada tara lu malah mau ninggalin gw tenggelam sendiri,diri_sendiri
Sumpah klo gw sengaja digituin gw lempar batu bata palanya anjir lu udah ngevape mana disembur ke muka orang gak sopan bgt https://t.co/1CrByVLi2o,ancaman,1,sumpah klo gw sengaja digituin gw lempar batu bata pala anjir lu udah ngevape mana sembur muka orang gak sopan bgt,diri_sendiri
eh dongo anak TK juga tau yg dilakuin bapak lu salah apa? lu iri sama pencapaian dia bisa2nya lu belain bapak lu anjg untung bapak lu ga ngomong sama gw ngomong ke gw begitu gw lempar batu anjr,ancaman,1,eh dongo anak tk tau yg dilakuin bapak lu salah apa lu iri sama capai nya lu bain bapak lu anjg untung bapak lu ga ngomong sama gw ngomong gw gw lempar batu anjr,diri_sendiri
@merapi_uncover Bajingan. Kalo gw gua ambil lagi tu batu buat lempar ke dia .anjing bapak gue lu macem2in Tukang parkir dajjal,ancaman,1,bajing kalo gw gua ambil tu batu buat lempar anjing bapak gue lu macem in tukang parkir dajjal,diri_sendiri
@Meowwnulis gw demen nih sky yg kuat kek gini MAJU SKY GW IKUT DIBELAKANG LU MEGANG BATU BUAT LEMPAR KE MAMA SADAM,ancaman,1,gw demen nih sky yg kuat kek gin maju sky gw ikut belakang lu megang batu buat lempar mama sadam,diri_sendiri
@liezz_she @PartaiSocmed Gw dah bilang tindakan itu salah dan keji. Yg gw masalahin itu postingan junjungan lu si ketum dia bilang lempar batu ke kepala padahal itu salah itu jelas bukan fakta. Masih lu bela? Bedain konteksnya bisa mikir kan?,ancaman,1,gw dah bilang tindak salah keji yg gw masalahin postingan junjung lu si tum bilang lempar batu kepala padahal salah jelas bukan fakta lu bela bedain konteks mikir kan,diri_sendiri
@dhemit_is_back Gila umur 52 tahun bayangin itu bapak lu sendiri di gebukin di lempar batu segede tabung gas videonya jelas siapa yg maen tangan semoga ke tangkap semua itu nyesek bgt gw tau kronlogisnya gitu dan tau umur korban MD,ancaman,1,gila umur tahun bayangin bapak lu sendiri gebukin lempar batu gede tabung gas video jelas siapa yg maen tangan moga tangkap semua nyesek bgt gw tau kronlogisnya gitu tau umur korban md,diri_sendiri
@kazuzagguk Bangsat ni wanita sialan GK ad yg bawa batu kah buat lempar ke mukanya biar muka busuknya itu hancur gw harap dapat karma dah mhj SM anak didiknya yg terluka mah BKN nj bngsd tapi idol lain yg lu seret kmren,ancaman,1,bangsat ni wanita sial gk ad yg bawa batu buat lempar muka biar muka busuk hancur gw harap karma dah mhj sm anak didik yg luka mah bkn nj bngsd idol yg lu seret kmren,diri_sendiri
GW JAMBAK OP NYA KALO ADA DI SEBELAH GW!! GW TERIAKIN DI KUPING DIA ANJING LU GILA YA?! TRUS GANTIAN GW LEMPAR HAPE GW YG SEBERAT BATU BATA ITU KE KEPALA DIA ,ancaman,1,gw jambak op nya kalo belah gw gw teriakin kuping anjing lu gila trus ganti gw lempar hape gw yg berat batu bata kepala,diri_sendiri
Batu bgt anjg gw lempar ke sungai Barito lu,ancaman,1,batu bgt anjg gw lempar sungai barito lu,diri_sendiri
@yuyakecil MAKSUT LU APA GAGAL GARA GARA BISIKIN KE GW GW LEMPAR BATU Y,ancaman,1,maksut lu apa gagal gara gara bisikin gw gw lempar batu y,diri_sendiri
@ehunseok @HEI GW LEMPAR BATU KE MUKA LU YA EHUNSEOK BIAR TAU BETAPA MUAKNYA GUE DENGAN EMOT BOCIL KEMATIAN ITU ini bayi brachio udah tumbuh jadi neraka core lu lupa kah mau numbuh kayak gimana lagi gw,ancaman,1,gw lempar batu muka lu ehunseok biar tau betapa muak gue emot bocil mati bayi brachio udah tumbuh jadi neraka core lu lupa mau numbuh kayak gimana gw,diri_sendiri
@Shandy_UN1TY Bang misal batu nya gw lempar ke lu berdosa GK si,ancaman,1,bang misal batu nya gw lempar lu dosa gk si,diri_sendiri
Gw jd keinget dulu pernah papasan sama bocil yg lempar batu ke anjing padahal anjing diem. Gw lempar balik batunya ke dia. dia kesel gw tanya aja sakit ga? Beneran gw tungguin sampe tuh anak setan pergi. Gw juga takut ama anjing tp kl anjing diem lu jahatin lu ga waras,ancaman,1,gw jd keinget dulu pernah papas sama bocil yg lempar batu anjing padahal anjing diem gw lempar balik batu kesel gw tanya aja sakit ga beneran gw tungguin sampe tuh anak setan pergi gw takut ama anjing tp kl anjing diem lu jahatin lu ga waras,diri_sendiri
@floweryliy Gw lempar batu juga ya lu Niz. Terus kalo lo anaknya Daniela terus ngelunjak. Inget ya Niz di keluarga besar lu tetep Kale pemegang tinggi tahta ni kalo ampe kale tau anaknya lu gituin apa kagak dibuang lu ke amazon https://t.co/MzO6q5JDRM,ancaman,1,gw lempar batu lu niz terus kalo lo anak daniela terus ngelunjak inget niz keluarga besar lu tetep kale pegang tinggi tahta ni kalo ampe kale tau anak lu gituin apa kagak buang lu amazon,diri_sendiri
@nunushine24 Apa dah Pdhl poin gw lu sbg fans dri member (apalgi udh di label akgae) jaga ketikan lu krn yg kena getah nya bkn akun lu doang tpi member yg jdi bias lu jg kena. Klo member ke hate pada mau tanggung jawab? Yg ada malah lempar batu sembunyi tangan,ancaman,1,apa dah pdhl poin gw lu sbg fans dri member apalgi udh label akgae jaga keti lu krn yg kena getah nya bkn akun lu doang tpi member yg jdi bias lu jg kena klo member hate mau tanggung jawab yg malah lempar batu sembunyi tangan,diri_sendiri
@f0lklorist ril ni gw otw lempar batu ke jendela lu,ancaman,1,ril ni gw otw lempar batu jendela lu,diri_sendiri
@rensuge Kenapa masa kecil lu dan gw lempar-lemparan batu ke pala orf,ancaman,1,masa kecil lu gw lempar lempar batu pala orf,diri_sendiri
ga peduli anak lu tantrum atau apa. makanya anak diawasin mom. lu bukannya minta maaf cuma bilang sorry. ini batu loh ya yg dilempar ke aku sorry ya sorry ya tinggal gw gantian aja lempar tu batu ya kalo emg kena palak gw WKWKWK,ancaman,1,ga peduli anak lu tantrum apa makanya anak diawasin mom lu bukan minta maaf cuma bilang sorry batu loh yg lempar aku sorry sorry tinggal gw ganti aja lempar tu batu kalo emg kena palak gw wkwkwk,diri_sendiri
Akhir2 ini aja udh banyak bgt aduan salah target yg masuk ke kantor gw. Gara2 BPN sialan bisa2nya lu kerja lu jalanin program nasional tapi GAK PUNYA AKUN DI KANAL ADUAN NASIONAL BUAT JAWABIN ADUAN MASYARAKAT? Lempar batu sembunyi tangan alias ngehek lu nyusahin instansi lain,ancaman,1,akhir aja udh banyak bgt adu salah target yg masuk kantor gw gara bpn sial nya lu kerja lu jalanin program nasional gak punya akun kanal adu nasional buat jawabin adu masyarakat lempar batu sembunyi tangan alias ngehek lu nyusahin instansi,orang_lain
@Jenofli INI FAKTA DARI ORANG PINTAR! Gw begini sebenernya keseret arus Jenofli!! OWHHHH GW KIRA MAU WAMIL.. nanti gw lempar batu ke siapa kalo lu wamil Jd kapan comebacknya?,ancaman,1,fakta orang pintar gw begini sebenernya seret arus jenofli owhhhh gw kira mau wamil gw lempar batu siapa kalo lu wamil jd kapan comebacknya,diri_sendiri
monyet dah lu bs jir ngatain gw lesbi tapi jangan lempar batu anjenggg sakit kena badan. gw sempat mikir buat bales tapi rupanya gw dibelain sama cewe-cewe cakep (SEKUA ORANG DI SIHI CAKEP BGT BTW KECUALI YG BULLY GW) trus mereka kayak mgelindungin gw lari! trus gw lari ke dorm,ancaman,1,monyet dah lu bs jir ngatain gw lesbi jangan lempar batu anjenggg sakit kena badan gw sempat mikir buat bales rupa gw bain sama cewe cewe cakep sekua orang sih cakep bgt btw yg bully gw trus kayak mgelindungin gw lari trus gw lari dorm,diri_sendiri
Ada gajah di balik batu batunya gw lempar ke pala lu,ancaman,1,gajah balik batu batu gw lempar pala lu,diri_sendiri
@lhalimawan666 gw pernah pas kuliah temen2 turun ke jalan karna ruu kuhp yg mw disahin sampe sana selfie duduk doang sama lempar batu pulang sampe kampus trus ditanya dosen (fakul gw hukum) psl yg kgk lu setujuin cmn diem aja jawabny. Bingung legal standingny susah wkwkwk,ancaman,1,gw pernah pas kuliah temen turun jalan karna ruu kuhp yg mw disahin sampe sana selfie duduk doang sama lempar batu pulang sampe kampus trus tanya dosen fakul gw hukum psl yg kgk lu setujuin cmn diem aja jawabny bingung legal standingny susah wkwkwk,diri_sendiri
@babyyyjin Ini orang yg nyuruh lempar batu pas 127 kesini? Kalau iya wl lu yg ke-3 gak bakal bisa. Gw kalo jadi agensi gak bakal mau ngasih anak gw buat dateng lagi ke Indonesia,ancaman,1,orang yg nyuruh lempar batu pas kesini kalau iya wl lu yg gak bakal gw kalo jadi agens gak bakal mau ngasih anak gw buat dateng indonesia,diri_sendiri
@jijeldepok Paling lempar batu trs gw lempar ke pala lu,ancaman,1,paling lempar batu trs gw lempar pala lu,diri_sendiri
@ohayoaozora Gw siapin batu split lu lempar ke orangnya aja pak,ancaman,1,gw siapin batu split lu lempar orang aja pak,diri_sendiri
tp masa ke rumah itu lg buset anjing bgt kt tetangga keluarga gw hebat nempatin rumah dgn cap terhoror se-desa orgil. demitnya gabut bgt ngelemparin batu tiap ada org yg lewatt depan rumah kyk?? cok anjing lu setan ganggu bgt org cm lewat lu lempar batu dancok ,ancaman,1,tp masa rumah lg buset anjing bgt kt tetangga keluarga gw hebat nempatin rumah dgn cap horor se desa orgil demitnya gabut bgt ngelemparin batu tiap org yg lewatt depan rumah kyk cok anjing lu setan ganggu bgt org cm lewat lu lempar batu dancok,diri_sendiri
@ashseablu :)) zraa shareloc GW DH NGUMPULIN BATU NIH SAYNG BGT KLO GA GUA LEMPAR KE LU,ancaman,1,zraa shareloc gw dh ngumpulin batu nih sayng bgt klo ga gua lempar lu,diri_sendiri
@tanyarlfes Cukup cukup buat beli batu buat gw lempar ke lu,ancaman,1,cukup cukup buat beli batu buat gw lempar lu,diri_sendiri
@jongseongo @ssunnghoon LU ADA DENDAM APA SIH KE GW! (LEMPAR BATU),ancaman,1,lu dendam apa sih gw lempar batu,orang_lain
panas panas gini enaknya disiram es batu batunya gw lempar ke lu berdua https://t.co/ehUGHjAENt,ancaman,1,panas panas gin enak siram es batu batu gw lempar lu dua,diri_sendiri
@tanyarlfes Ga juga nder btw pernah ga u ngerasa ada yg lagi lempar batu ke u tapi posisinya lu dlem rumah masih gw inget,ancaman,1,ga nder btw pernah ga u ngerasa yg lempar batu u posisi lu dlem rumah gw inget,diri_sendiri
terus aja lempar batu sembunyi tangan belum aja batunya gw lempar ke muka lu,ancaman,1,terus aja lempar batu sembunyi tangan aja batu gw lempar muka lu,diri_sendiri
@BukanKlanD @tanyarlfes Klo gw keknya brutal sih. Apa segala yg ada gw lempar ke dia mau batu kek golok kek apalagi bom auto gw lempar. Gedeg bgt gw ama cwo model begini lu kate keren bgt apa begitu? Lu kate lu begitu tuh cwe bakal mau balikan? Yg ada jijiq najis ama lu cok gk hbs pikir gw,ancaman,1,klo gw kek brutal sih apa segala yg gw lempar mau batu kek golok kek bom auto gw lempar gedeg bgt gw ama cwo model begini lu kate keren bgt apa lu kate lu tuh cwe bakal mau balik yg jijiq najis ama lu cok gk hbs pikir gw,diri_sendiri
@tanyakanrl kata gw mah mending lu samperin cowo lu itu lalu lempar batu bata ke kepalanya https://t.co/v6FGV5MSna,ancaman,1,kata gw mah mending lu samperin cowo lu lalu lempar batu bata kepala,diri_sendiri
kalo lu liat gw boros jajan mulu di kantin lu lempar batu aja ke muka gw WOI NABUNG gitu,ancaman,1,kalo lu liat gw boros jajan mulu kantin lu lempar batu aja muka gw woi nabung gitu,diri_sendiri
@LtdAkbar Saya pernah pulang dari bandung jam 2 malam Lagi masuk2in tas baju ke dalam rumah..lewat pocong loncat2an Saya kejar tuh sambil ledekkin Jaman udah maju ngapain lu bukannya terbang Ehh tuh pocong loncat lgsung ke pohon Zzziuuttt... Ya gw lempar pake batu.. Hhh gampang kehasut..,ancaman,1,saya pernah pulang bandung jam malam masuk in tas baju rumah lewat pocong loncat an saya kejar tuh ledekkin jaman udah maju ngapain lu bukan terbang ehh tuh pocong loncat lgsung pohon zzziuuttt gw lempar pake batu hhh gampang hasut,diri_sendiri
@Askrlfess Untung gw punya hati kalo punya batu udah gw lempar ke muka lu,ancaman,1,untung gw punya hati kalo punya batu udah gw lempar muka lu,diri_sendiri
@convomfs Lo yg kocak jingannnn. Hai manusia babi jahanam terkutuuuukkkk kau yg selingkuh ya KIMAKKK jangan sampai ni batu bata dari neraka gw lempar ke moncong lu ya https://t.co/N9EZxlf03Z,ancaman,1,lo yg kocak jingannnn hai manusia babi jahanam terkutuuuukkkk kau yg selingkuh kimakkk jangan ni batu bata neraka gw lempar moncong lu,diri_sendiri
Untung gw punya hati kalo gw punya nya batu udh gw lempar ke muka lu-____,ancaman,1,untung gw punya hati kalo gw punya nya batu udh gw lempar muka lu,diri_sendiri
@aaandriannn @XIII_kamp @kentutya @idextratime Akun buzzer mah lu tolol buat apa gw jadi buzzer? Yang jelas buzzer mah lu goblok udah salah malah dibelain 11 12 tolol nya sama yang turun ke lapangan udah bilang supporter mau kasih support lagi padahal udah jelas jelas ada video supporter Arema turun langsung lempar batu,ancaman,1,akun buzzer mah lu tolol buat apa gw jadi buzzer jelas buzzer mah lu goblok udah salah malah bain tolol nya sama turun lapang udah bilang supporter mau kasih support padahal udah jelas jelas video supporter arema turun langsung lempar batu,diri_sendiri
Lu kek asu sih emang ini kalo ada batu gw lempar ke elu,ancaman,1,lu kek asu sih emang kalo batu gw lempar elu,diri_sendiri
Untung gw punya hati kalo punya batu udah gw lempar ke muka lu,ancaman,1,untung gw punya hati kalo punya batu udah gw lempar muka lu,diri_sendiri
@Dennysiregar7 Langsung telpon bank singapur bro dana gw amankan.... Wkwkwkw anjing abis di timpuk langsung lempar batu ke orang pasang ring yang banyak Basar buzzer anjing....... nyariduit lu kaya anak paut.... Kalah ama Ade gw dah bisa ojek payung,ancaman,1,langsung telpon bank singapur bro dana gw aman wkwkwkw anjing abis timpuk langsung lempar batu orang pasang ring banyak basar buzzer anjing nyariduit lu kaya anak paut kalah ama ade gw dah ojek payung,diri_sendiri
@ohmpauatc jangan bikin gw lempar batu ke rumah lu,ancaman,1,jangan bikin gw lempar batu rumah lu,diri_sendiri
@ssefnum Lu kebo tadi gw udah lempar batu ke jendela kamar lu.,ancaman,1,lu kebo tadi gw udah lempar batu jendela kamar lu,diri_sendiri
Ingin dimengerti tapi tak mau mengerti. Untung gw punya hati.. Kalo punya batu udah gw lempar ke muka lu https://t.co/PhOcNauk70,ancaman,1,erti tak mau erti untung gw punya hati kalo punya batu udah gw lempar muka lu,diri_sendiri
Untung gw punya hati coba kalo punya batu udah gw lempar ke muka lu,ancaman,1,untung gw punya hati coba kalo punya batu udah gw lempar muka lu,diri_sendiri
@pangnlima @softieshoney @taeyongltx Untung gw punya hati kalo punya batu udh gw lempar ke muka lu,ancaman,1,untung gw punya hati kalo punya batu udh gw lempar muka lu,diri_sendiri
@taeyongltx Untung gw punya hati kalo punya batu udh gw lempar ke muka lu,ancaman,1,untung gw punya hati kalo punya batu udh gw lempar muka lu,diri_sendiri
@TheloverAden @TheloverGaleon eh bangun lu kobrut atau gw lempar batu bata ke kamar lu,ancaman,1,eh bangun lu kobrut gw lempar batu bata kamar lu,diri_sendiri
@esasaesasha Kingdom gw udah selesai nonton malah sa. Gw ga masalah zombie nya gw ga tahan emosi liat manusia2 tukang bully nya. Mana yg bully jg ga seberapa kek apaan sih lu anjjjj trus gw lempar batu bata ke mukanya Trus yg dibully dah dibantuin jg malah gamau pergi kan kesel,ancaman,1,kingdom gw udah selesai nonton malah sa gw ga masalah zombie nya gw ga tahan emosi liat manusia tukang bully nya mana yg bully jg ga berapa kek apa sih lu anjjjj trus gw lempar batu bata muka trus yg dibully dah dibantuin jg malah gamau pergi kan kesel,diri_sendiri
lu gw lempar ke jaman batu ya,ancaman,1,lu gw lempar jaman batu,diri_sendiri
@BrioDiyo @larvityra @JinNonik @ahmedasarlan Satu2 cuk. Lu aja belom bisa jelasin pertanyaan gw diatas kok ud lompat ke hal lain? Soal abraham yg lu klaim lahir ditanah arab aja lu blom kasi penjelasan. Kebiasaan muslim kaya gini lempar batu lalu kabur klo diminta pertanggung jawaban.,ancaman,1,satu cuk lu aja bom jelasin tanya gw atas kok ud lompat soal abraham yg lu klaim lahir tanah arab aja lu blom kasi jelas biasa muslim kaya gin lempar batu lalu kabur klo minta tanggung jawab,diri_sendiri
@Qnnie203 lempar batu sembunyi tangan lu yang bikin ribut ngetik keegoisan grupnya dll malah lempar batu ke gw twit gw konteksnya dibelokin suka suka lu deh,ancaman,1,lempar batu sembunyi tangan lu bikin ribut ngetik egois grup malah lempar batu gw twit gw konteks dibelokin suka suka lu deh,diri_sendiri
@pidisiiy Lu pernah denger 1 fans yg bikini kesalahan tp 1fandom yg nanggung malunya atas kesalahannya 1 fans tadi La emang itu akun fans nya namon rt nya namon tu sama kek lu bahkan di pinned lagi? gw kan nyalahin fandom bukan personalnya sama ke lempar batu sembunyi tangan,ancaman,1,lu pernah denger fans yg bikini salah tp fandom yg nanggung malu atas salah fans tadi la emang akun fans nya namon rt nya namon tu sama kek lu bahkan pinned gw kan nyalahin fandom bukan personal sama lempar batu sembunyi tangan,diri_sendiri
@abdulrhcp @rizkifirbani @interMerda__ @rizkyyunanta @AnggaaFirdian @redandblack__ @SerieA_Lawas kan gw tanya yg mana yg lu blg kejedot.. kan lu yg ngomong gw kejedot bahas trofi.. gw tanya yg mana lu blg tanya ke twitter gimana sih lu... Lempar batu sembunyi tangan wkwkwk ,ancaman,1,kan gw tanya yg mana yg lu blg jedot kan lu yg ngomong gw jedot bahas trofi gw tanya yg mana lu blg tanya twitter gimana sih lu lempar batu sembunyi tangan wkwkwk,diri_sendiri
Barusan abwank2 ngechat lu ambil matkul apa aja boleh bagi krs ga lu jomblo apa kaga pengeeeennnm bgt gw kirim batu gw suruh tetangganya lempar ke pala tu org,ancaman,1,barusan abwank ngechat lu ambil matkul apa aja krs ga lu jomblo apa kaga pengeeeennnm bgt gw kirim batu gw suruh tetangga lempar pala tu org,diri_sendiri
@subtanyarl Tolong bilangin ke anaknya yaaa jgn suka manjat pohon orang ada pohon yg berbuah di panjat trus diambil gak minta izin lagi gw mau metik alpukat yg gw tandain udah hilang aja kemarin anak lu ketauan lgi manjat pohon jambu biji gw yaa gw ambil batu gw lempar untung kena (cont),ancaman,1,bilangin anak yaaa jgn suka manjat pohon orang pohon yg buah panjat trus ambil gak minta izin gw mau metik alpukat yg gw tandain udah hilang aja kemarin anak lu tau lgi manjat pohon jambu biji gw yaa gw ambil batu gw lempar untung kena cont,diri_sendiri
Batu mana batu. Gw lempar juga ye ke rumah lu. Temen bngst skli emng,ancaman,1,batu mana batu gw lempar ye rumah lu temen bngst skli emng,diri_sendiri
@alansuparlan @paksidiq_ Ada aku yang jualan es batu es nya gw minum batunya gw lempar ke lu :((,ancaman,1,aku jual es batu es nya gw minum batu gw lempar lu,diri_sendiri
#SelasaSemangat Semangat menjalani hidup yg keras Sekeras batu Trus gw lempar tu ke muka lu Yg kerjaan nya nyinyirin kerjaaan orang lain. Mampus² dah lu,ancaman,1,selasasemangat semangat jalan hidup yg keras keras batu trus gw lempar tu muka lu yg kerja nya nyinyirin kerjaaan orang mampus dah lu,diri_sendiri
 Lu goblok bgt knp ga peka sih dengerin apa kata org udah tau salah di posisi lu masih juga di lakuin . Pengen gw lempar juga ni kata2 ke muka nya dasar jerawat batu,ancaman,1,lu goblok bgt knp ga peka sih dengerin apa kata org udah tau salah posisi lu lakuin ken gw lempar ni kata muka nya dasar jerawat batu,diri_sendiri
Waktu SD kelas 5 ada anak baru yang nakalnya minta ampun. Baru berapa hari udah ngata2in banci lah apa lah ke aku. Namanya anak kecil ya labil. Gw lempar batu ke dia sampe bocor kepalanya setengah semester dia pindah sekolah. Nakalnya diriku akibat bara yg lu sulut api.,ancaman,1,waktu sd kelas anak baru nakal minta ampun baru berapa hari udah ngata in banci lah apa lah aku nama anak kecil labil gw lempar batu sampe bocor kepala tengah semester pindah sekolah nakal diri akibat bara yg lu sulut api,diri_sendiri
@Hai_iyaaa Hhhhhhh itu batu buat nglempar di kepla gw?katanya lu mau lempar batu ke kepala gw?masa lu nungguin gw?,ancaman,1,hhhhhhh batu buat nglempar kepla gw kata lu mau lempar batu kepala gw masa lu nungguin gw,orang_lain
@Hai_iyaaa Di tantangin paling ngomongnya gw gk ada waktu buat ladenin lu hhhhhh wkwkwkwkwk Cwo berani berbuat berani tanggungjawab sama apa yg di ucapnya gk usah sok lempar batu ke kepala gw kalo cuma modal koar2 di medsos,ancaman,1,tantangin paling ngomongnya gw gk waktu buat ladenin lu hhhhhh wkwkwkwkwk cwo berani buat berani tanggungjawab sama apa yg ucap gk usah sok lempar batu kepala gw kalo cuma modal koar medsos,diri_sendiri
@azrenihiyanf @tyrannosdotrex Cobain lu lempar batu ke kepala kalo udah kabari gw,ancaman,1,cobain lu lempar batu kepala kalo udah kabar gw,diri_sendiri
Gw ke bawah pada ke bawah smw gw lempar batu lu smw njir udh gw sendirian disini pada satu lantai hedeh,ancaman,1,gw bawah bawah smw gw lempar batu lu smw njir udh gw sendiri sini satu lantai hedeh,diri_sendiri
Biar apa sih? Toh bukanya dah sering kalo ke Bandung dilempar botol sama batu? Jujur gw juga masih gaterima pas away ke Bogor lu lempar batu sembunyi di semak semak anjggggggg,ancaman,1,biar apa sih buka dah sering kalo bandung lempar botol sama batu jujur gw gaterima pas away bogor lu lempar batu sembunyi semak semak anjggggggg,diri_sendiri
@ardi_riau @fadlizon @Dahnilanzar Ardi..klw ngomong kaya org bener aja luh..trs para perusuh bakar mobil lempar batu kayu bambu petasan ke aparat kamu bilang apa nyet....ada saudara gw disitu..!! video dmn Lu omongin..giliran Lu di comot kaya tikus nyemplung di got Lu !!,ancaman,1,ardi klw ngomong kaya org bener aja luh trs rusuh bakar mobil lempar batu kayu bambu petas aparat kamu bilang apa nyet saudara gw situ video dmn lu omongin gilir lu comot kaya tikus nyemplung got lu,diri_sendiri
@OnadTorus @DivHumas_Polri Haduh. Lu ngikutin si Joko ? Lempar batu sembunyi tangan aja lu! Yg ngeles tuh lu Taik. Gw yg susah nyelarasin bahasa ke llu. Gak taunya lu cuman paham Bhs rendahan. Ngakunya aja lu dah tamat S1. Kampret!,ancaman,1,haduh lu ngikutin si joko lempar batu sembunyi tangan aja lu yg ngeles tuh lu taik gw yg susah nyelarasin bahasa llu gak tau lu cuman paham bhs rendah ngakunya aja lu dah tamat s kampret,diri_sendiri
Gw lagi ngumpulin batu nih nunggu penuh sekarung baru deh w lempar ke lu.,ancaman,1,gw ngumpulin batu nih nunggu penuh karung baru deh w lempar lu,diri_sendiri
ntar genteng nya gw lempar ke muka lu.. @ChristyersRatna: Genteng lu .-. IkaPratama_CY: batu lu '_' @ChristyersRatna: Siapa takut :p Ika,ancaman,1,ntar genteng nya gw lempar muka lu genteng lu ikapratama cy batu lu siapa takut p ika,diri_sendiri
Apa? Dasar munafvck!! -_- dulu aja lu depan gw bilang gitu. Lah setelah elu punya knp lu malah bilang hal lain ke gw? *lempar batu*,ancaman,1,apa dasar munafvck dulu aja lu depan gw bilang gitu lah elu punya knp lu malah bilang gw lempar batu,diri_sendiri
Rasanya pengen ngambil batu trus gw lempar deh tu ke muka lu biar lu tau rasanya ngga di HARGAIN :),ancaman,1,rasa ken ngambil batu trus gw lempar deh tu muka lu biar lu tau rasa ngga hargain,diri_sendiri
yg es batu sbnrnya buat celssi eeh nyasarnye ke cak lonton... Lu yak ntar gw lempar boneka TEDDY bear lho wkwkkw http://t.co/wKKnhue8LT,ancaman,1,yg es batu sbnrnya buat celssi eeh nyasarnye cak lonton lu yak ntar gw lempar boneka teddy bear lho wkwkkw,diri_sendiri
@yuasihrusty es gula batu batunya gw lempar ke lu yak. Nih tangkep ...,ancaman,1,es gula batu batu gw lempar lu yak nih tangkep,diri_sendiri
pengen nulis KANGEN LU di batu. terus gw lempar ke muka lu biar lu tau sakitnya merindukan lu,ancaman,1,ken nulis kangen lu batu terus gw lempar muka lu biar lu tau sakit rindu lu,diri_sendiri
Sokk ajaa mass lw mas add di sini lakuin @aradenrizky: pengen rasanya gw lempar batu bata ke kepala lu biar lu sadar gw sayang lu tulus. ,ancaman,1,sokk ajaa mass lw mas add sini lakuin ken rasa gw lempar batu bata kepala lu biar lu sadar gw sayang lu tulus,diri_sendiri
Kan elu pesut :( @dgitaloka: @priharyuni14 @dinimumpuni Ngapain lu lempar es batu ke arah gw ,ancaman,1,kan elu pesut ngapain lu lempar es batu arah gw,diri_sendiri
Menurut gw apa ug lu kasih ke gw aneh bgt soalnya gw gk punya f... itu sih DL. wkkw. ato engga lu lempar batu aja http://t.co/jWLKDT7jv9,ancaman,1,gw apa ug lu kasih gw aneh bgt soal gw gk punya f sih dl wkkw ato engga lu lempar batu aja,diri_sendiri
Iya ntar gw lempar ke kepala lu -__- RT @maria_sondang96: gapapa pas kalo udah jadi batu gua kasih lu :p RT @Racheta1: Ntar jadi batu loh?,ancaman,1,iya ntar gw lempar kepala lu rt gapapa pas kalo udah jadi batu gua kasih lu p rt ntar jadi batu loh,diri_sendiri
Pengn bgt lempar batu ke muka lu biar lu liat Gw dsnii,ancaman,1,pengn bgt lempar batu muka lu biar lu liat gw dsnii,diri_sendiri
Itu lu ngeask diye? Wkwk ask gw juga di bls wkwk gila pengen gw lempar batu nisan ke mulutnya haaha @hemasamelita,ancaman,1,lu ngeask diye wkwk ask gw bls wkwk gila ken gw lempar batu nisan mulut haaha,diri_sendiri
pen bgt nulis kata I MISS U d batu bata.. Trss gw lempar tuh ke muka elu.. Biar lu tauu.. Betapa sakit nya MERINDUKAN mu...!! ._.,ancaman,1,pen bgt nulis kata i miss u d batu bata trss gw lempar tuh muka elu biar lu tauu betapa sakit nya rindu mu,diri_sendiri
lu kira w batu yg di lempar ke kolam ga muncul2. kerja dimans? RT @sony_arezki @ekopra_ eh pak eko.. Ada aja ko msh d Bogor kok gw..,ancaman,1,lu kira w batu yg lempar kolam ga muncul kerja dimans rt eh pak eko aja ko msh d bogor kok gw,orang_lain
